"word1","word2","freq"
"one","step",3
"one","students",3
"one","summer",3
"one","team",3
"one","think",3
"one","wanted",3
"one","worlds",3
"online","shopping",3
"open","mind",3
"opened","doors",3
"opened","last",3
"operating","system",3
"opportunity","get",3
"original","recipe",3
"others","say",3
"outside","box",3
"outside","city",3
"outside","door",3
"oven","degrees",3
"paid","million",3
"paid","much",3
"parker","said",3
"part","decided",3
"part","larger",3
"part","two",3
"party","weekend",3
"past","every",3
"past","weeks",3
"patch","kids",3
"patrik","berglund",3
"paul","ryan",3
"pay","bills",3
"paying","bills",3
"peace","conference",3
"peace","quiet",3
"people","’ve",3
"people","come",3
"people","even",3
"people","good",3
"people","hold",3
"people","ive",3
"people","jump",3
"people","live",3
"people","must",3
"people","often",3
"people","pay",3
"people","see",3
"people","still",3
"people","tell",3
"people","working",3
"percent","level",3
"perfect","way",3
"performing","arts",3
"person","will",3
"phoenix","home",3
"pinot","noir",3
"pizza","cutter",3
"plan","b",3
"plane","crashed",3
"plans","new",3
"played","game",3
"player","year",3
"players","team",3
"playoff","game",3
"playoff","series",3
"please","email",3
"please","just",3
"please","keep",3
"please","rt",3
"pm","cbs",3
"pm","thursday",3
"pm","vs",3
"point","last",3
"point","part",3
"points","--",3
"points","per",3
"police","responded",3
"poors","index",3
"pop","star",3
"pork","shoulder",3
"possible","reason",3
"post","office",3
"postal","service",3
"posted","anything",3
"potato","chips",3
"power","plants",3
"praise","worship",3
"premier","league",3
"present","time",3
"president","ceo",3
"president","chief",3
"president","united",3
"pretty","big",3
"pretty","tough",3
"prevent","happening",3
"primary","school",3
"problem","right",3
"processed","foods",3
"product","design",3
"program","designed",3
"program","one",3
"protect","people",3
"public","art",3
"public","employees",3
"public","office",3
"public","records",3
"public","universities",3
"public","works",3
"pulled","trigger",3
"pumpkin","spice",3
"put","hand",3
"put","us",3
"qr","codes",3
"quality","time",3
"queen","gods",3
"questions","comments",3
"quinn","said",3
"quite","bit",3
"quite","often",3
"quite","time",3
"quite","yet",3
"r","u",3
"radio","show",3
"rail","line",3
"raise","taxes",3
"raising","children",3
"rather","exception",3
"read","“",3
"read","books",3
"read","many",3
"read","read",3
"real","one",3
"really","get",3
"really","great",3
"really","hate",3
"really","hoping",3
"really","important",3
"really","remember",3
"really","shouldnt",3
"really","started",3
"reason","can",3
"reason","im",3
"reason","people",3
"recent","times",3
"recently","read",3
"records","show",3
"red","carpet",3
"red","hot",3
"red","river",3
"regardless","whether",3
"regular","basis",3
"remember","one",3
"research","firm",3
"research","shows",3
"researchers","found",3
"rest","time",3
"rex","ryan",3
"right","direction",3
"right","first",3
"right","front",3
"right","path",3
"right","place",3
"right","thats",3
"right","time",3
"righteous","man",3
"road","will",3
"roasting","pan",3
"rock","music",3
"room","full",3
"rt","“",3
"rt","happy",3
"rt","thanks",3
"run","season",3
"run","two",3
"running","game",3
"rush","limbaugh",3
"russell","cup",3
"said","adding",3
"said","big",3
"said","bill",3
"said","couldnt",3
"said","david",3
"said","debbie",3
"said","every",3
"said","hearing",3
"said","hed",3
"said","james",3
"said","laughing",3
"said","letter",3
"said","like",3
"said","looking",3
"said","may",3
"said","michele",3
"said","monday",3
"said","need",3
"said","news",3
"said","person",3
"said","plan",3
"said","referring",3
"said","say",3
"said","state",3
"said","thats",3
"said","time",3
"said","tom",3
"said","took",3
"said","troubled",3
"said","union",3
"said","us",3
"said","years",3
"saint","marys",3
"salem","county",3
"salvation","army",3
"san","franciscos",3
"santa","clara",3
"santa","cruz",3
"santa","monica",3
"saturday","may",3
"saw","coming",3
"say","anything",3
"say","much",3
"say","never",3
"say","one",3
"say","thank",3
"say","think",3
"say","word",3
"saying","youre",3
"says","im",3
"says","shes",3
"says","things",3
"says","two",3
"school","get",3
"school","system",3
"school","year",3
"sea","level",3
"season","next",3
"season","one",3
"season","salt",3
"second","day",3
"second","home",3
"second","quarter",3
"second","third",3
"seconds","left",3
"secrecy","sleeve",3
"security","council",3
"security","forces",3
"see","another",3
"see","around",3
"see","back",3
"see","beauty",3
"see","good",3
"see","guys",3
"see","much",3
"see","new",3
"see","point",3
"see","something",3
"see","thank",3
"see","tomorrow",3
"see","twitter",3
"see","two",3
"see","u",3
"see","us",3
"see","want",3
"seen","film",3
"seen","many",3
"seen","since",3
"send","email",3
"sense","world",3
"sergeant","said",3
"series","four",3
"serious","problem",3
"served","years",3
"services","office",3
"seven","counts",3
"several","days",3
"several","hours",3
"shake","head",3
"shaker","heights",3
"share","property",3
"shot","back",3
"show","love",3
"show","new",3
"show","support",3
"show","work",3
"show","youre",3
"side","road",3
"side","well",3
"sigh","relief",3
"simple","majority",3
"since","early",3
"since","ive",3
"since","march",3
"single","day",3
"sit","back",3
"sit","write",3
"sketch","challenge",3
"slightly","less",3
"small","step",3
"small","things",3
"smells","like",3
"snakes","used",3
"social","security",3
"solar","panels",3
"sold","million",3
"sold","two",3
"solve","problem",3
"someone","must",3
"someone","tell",3
"someone","told",3
"someone","whose",3
"someones","life",3
"something","always",3
"something","different",3
"something","happened",3
"something","one",3
"something","people",3
"something","really",3
"something","will",3
"sometimes","even",3
"sometimes","hard",3
"somewhere","else",3
"songs","like",3
"soon","will",3
"sounded","like",3
"south","florida",3
"south","side",3
"space","time",3
"speak","english",3
"specific","details",3
"spending","time",3
"spent","day",3
"spent","fuel",3
"split","two",3
"sport","utility",3
"spreading","word",3
"spring","fling",3
"st","george",3
"st","john",3
"st","johns",3
"star","trek",3
"star","wars",3
"start","finish",3
"start","small",3
"start","work",3
"started","getting",3
"started","new",3
"started","writing",3
"starting","lineup",3
"state","budget",3
"state","legislature",3
"state","local",3
"state","parks",3
"state","program",3
"state","senator",3
"state","state",3
"state","title",3
"states","economy",3
"status","quo",3
"stay","away",3
"stay","home",3
"step","away",3
"step","back",3
"stewart","said",3
"still","believe",3
"still","cant",3
"still","feel",3
"still","havent",3
"still","like",3
"still","love",3
"still","play",3
"still","plenty",3
"still","work",3
"stone","age",3
"stop","sign",3
"stories","will",3
"stretches","back",3
"strong","enough",3
"struggle","find",3
"student","achievement",3
"student","loan",3
"stuff","going",3
"stuff","just",3
"stuffed","grape",3
"style","’s",3
"success","just",3
"suffering","one",3
"sunday","april",3
"sunday","night",3
"sundays","game",3
"super","happy",3
"sure","’ll",3
"sure","’s",3
"sure","dont",3
"sure","enough",3
"sure","new",3
"sure","stop",3
"surprised","find",3
"sweet","home",3
"sweet","little",3
"sweet","potato",3
"tablespoons","olive",3
"take","advantage",3
"take","away",3
"take","back",3
"take","big",3
"take","break",3
"take","hold",3
"take","much",3
"take","one",3
"take","responsibility",3
"take","seriously",3
"take","trip",3
"taken","away",3
"taken","image",3
"taken","last",3
"taken","long",3
"taken","surprise",3
"takes","place",3
"takes","time",3
"taking","break",3
"taking","care",3
"taking","one",3
"taking","part",3
"taking","picture",3
"talk","shows",3
"targeting","security",3
"tax","credits",3
"tax","dollars",3
"tax","rate",3
"teacher","just",3
"team","beat",3
"team","members",3
"teeth","one",3
"television","series",3
"televison","city",3
"ten","days",3
"ten","minutes",3
"test","scores",3
"tested","positive",3
"th","annual",3
"th","grade",3
"th","july",3
"thank","everyone",3
"thank","goodness",3
"thanks","ff",3
"thanks","good",3
"thanks","just",3
"thanks","lot",3
"thanks","mention",3
"thats","awesome",3
"thats","funny",3
"thats","pretty",3
"thats","revolution",3
"thats","way",3
"theres","always",3
"theres","much",3
"theres","reason",3
"theres","something",3
"theyre","good",3
"theyve","already",3
"thing","’s",3
"thing","done",3
"thing","get",3
"thing","really",3
"thing","said",3
"things","around",3
"things","better",3
"things","can",3
"things","come",3
"things","first",3
"things","get",3
"things","look",3
"things","make",3
"things","well",3
"think","’ll",3
"think","’re",3
"think","anything",3
"think","back",3
"think","best",3
"think","even",3
"think","lot",3
"think","might",3
"think","next",3
"think","said",3
"think","say",3
"think","theres",3
"think","well",3
"thinking","going",3
"third","year",3
"thorough","investigation",3
"though","people",3
"though","see",3
"though","still",3
"thought","get",3
"thought","going",3
"thought","great",3
"thoughts","prayers",3
"three-run","homer",3
"three","chapters",3
"three","children",3
"three","good",3
"three","minutes",3
"three","people",3
"thursday","afternoon",3
"tickets","see",3
"time","-",3
"time","’m",3
"time","according",3
"time","add",3
"time","can’t",3
"time","different",3
"time","focus",3
"time","happened",3
"time","ill",3
"time","later",3
"time","many",3
"time","money",3
"time","much",3
"time","new",3
"time","one",3
"time","parents",3
"time","put",3
"time","season",3
"time","sit",3
"time","three",3
"time","watch",3
"time","went",3
"times","just",3
"times","many",3
"times","since",3
"times","year",3
"today","-",3
"today","“",3
"today","great",3
"today","im",3
"today","last",3
"today","lets",3
"together","one",3
"told","“",3
"told","jurors",3
"told","told",3
"tomato","paste",3
"tonight","going",3
"tonight","thats",3
"took","care",3
"took","office",3
"took","photos",3
"took","pictures",3
"took","three",3
"top","bottom",3
"top","three",3
"top","top",3
"tortilla","chips",3
"touchdown","pass",3
"tough","times",3
"tourism","projects",3
"towards","end",3
"town","hall",3
"track","field",3
"trade","commission",3
"trayvon","martin",3
"trick","know",3
"tried","make",3
"true","story",3
"try","make",3
"trying","change",3
"trying","figure",3
"trying","find",3
"trying","hard",3
"tuesday","afternoon",3
"tuesday","night",3
"turn","away",3
"tv","series",3
"twitter","facebook",3
"twitter","now",3
"two","children",3
"two","four",3
"two","goals",3
"two","main",3
"two","pounds",3
"two","separate",3
"two","sets",3
"two","sides",3
"two","sons",3
"two","women",3
"two","year",3
"types","food",3
"u","r",3
"u","say",3
"u","want",3
"un","security",3
"understand","people",3
"university","california",3
"university","maryland",3
"unless","’s",3
"us","–",3
"us","’s",3
"us","air",3
"us","believe",3
"us","happy",3
"us","little",3
"us","makes",3
"us","now",3
"us","please",3
"us","rep",3
"use","just",3
"use","power",3
"used","one",3
"used","watch",3
"uses","words",3
"van","der",3
"van","gundy",3
"vegetarian","options",3
"via","email",3
"video","game",3
"vietnam","war",3
"vikings","stadium",3
"visit","family",3
"vitamin","d",3
"vote","house",3
"wait","hear",3
"wait","till",3
"walk","around",3
"walk","circumspectly",3
"walked","away",3
"walking","back",3
"walking","home",3
"want","”",3
"want","change",3
"want","give",3
"want","just",3
"want","kids",3
"want","learn",3
"want","life",3
"want","live",3
"want","look",3
"want","need",3
"want","one",3
"want","share",3
"want","thank",3
"want","win",3
"wanted","give",3
"wanted","know",3
"wasn’t","sure",3
"wasnt","entirely",3
"wasted","time",3
"watch","kids",3
"watching","tv",3
"way","asked",3
"way","dont",3
"way","get",3
"way","inside",3
"way","life",3
"way","possible",3
"way","thats",3
"way","top",3
"way","us",3
"weather","service",3
"wed","like",3
"wedding","day",3
"wednesday","april",3
"week","–",3
"week","ago",3
"week","first",3
"week","later",3
"week","love",3
"week","now",3
"week","sunday",3
"week","think",3
"week","two",3
"weekend","one",3
"weekend","went",3
"weeks","away",3
"weeks","thank",3
"weighs","pounds",3
"weight","loss",3
"welcome","home",3
"well","back",3
"well","get",3
"well","guess",3
"well","happy",3
"well","im",3
"well","least",3
"well","maybe",3
"well","probably",3
"well","thats",3
"well","though",3
"well","within",3
"went","along",3
"went","bed",3
"went","new",3
"went","right",3
"west","end",3
"west","hollywood",3
"west","side",3
"west","th",3
"western","conference",3
"weve","done",3
"whatever","want",3
"whats","favorite",3
"whats","good",3
"whats","wrong",3
"whether","’s",3
"whether","wanted",3
"white","people",3
"white","water",3
"whole","bunch",3
"whole","class",3
"whole","day",3
"whole","family",3
"whole","idea",3
"whole","wheat",3
"whose","life",3
"whose","name",3
"will","access",3
"will","add",3
"will","announced",3
"will","cause",3
"will","certainly",3
"will","close",3
"will","create",3
"will","end",3
"will","feel",3
"will","follow",3
"will","learn",3
"will","made",3
"will","miss",3
"will","next",3
"will","people",3
"will","quite",3
"will","really",3
"will","receive",3
"will","require",3
"will","rest",3
"will","result",3
"will","return",3
"will","stand",3
"will","stay",3
"will","surely",3
"will","working",3
"wilson","said",3
"win","now",3
"wind","right",3
"windows","xp",3
"wish","say",3
"within","feet",3
"without","license",3
"without","making",3
"without","much",3
"without","power",3
"woman","said",3
"women","children",3
"wont","get",3
"wont","let",3
"wont","see",3
"wont","work",3
"wood","floors",3
"wood","molecule",3
"words","captain",3
"words","will",3
"work","’m",3
"work","’s",3
"work","can",3
"work","force",3
"work","get",3
"work","good",3
"work","im",3
"work","much",3
"work","one",3
"work","take",3
"work","together",3
"work","took",3
"work","work",3
"worked","hard",3
"worked","well",3
"workers","get",3
"working","new",3
"working","well",3
"world","just",3
"world","really",3
"world","think",3
"world","trade",3
"write","novel",3
"ya","think",3
"yeah","yeah",3
"year","combination",3
"year","earlier",3
"year","ended",3
"year","now",3
"year","thats",3
"year","years",3
"years","’ve",3
"years","earlier",3
"years","eve",3
"years","just",3
"years","know",3
"years","lived",3
"years","made",3
"years","older",3
"years","still",3
"years","used",3
"years","working",3
"yep","’s",3
"yes","can",3
"yet","im",3
"yet","rt",3
"youd","like",3
"youll","get",3
"young","adults",3
"young","women",3
"younger","brother",3
"youre","amazing",3
"youre","feeling",3
"youre","probably",3
"yrs","old",3
"--","im",2
"--","percent",2
"--","sf",2
"-","-pound",2
"-","—",2
"-","also",2
"-","bar",2
"-","bg",2
"-","draw",2
"-","first",2
"-","hate",2
"-","im",2
"-","jwhite",2
"-","last",2
"-","marriage",2
"-","national",2
"-","now",2
"-","overall",2
"-","pound",2
"-","record",2
"-","rhornaday",2
"-","run",2
"-","said",2
"-","saturday",2
"-","since",2
"-","sweep",2
"-","things",2
"-","times",2
"-called","“birthright",2
"-d","movie",2
"-foot-","pounds",2
"-liter","engine",2
"-mile","trip",2
"-minute","-minute",2
"-month-old","boy",2
"-pm","well",2
"-point","range",2
"-square-foot","pool",2
"-star","game",2
"-state","tuition",2
"-watt","bulb",2
"-yard","line",2
"-yard","touchdown",2
"-year-old","former",2
"–","’ve",2
"–","accurately",2
"–","also",2
"–","always",2
"–","even",2
"–","including",2
"–","john",2
"–","lot",2
"–","may",2
"–","much",2
"–","often",2
"–","play",2
"–","pretty",2
"–","said",2
"–","two",2
"–","well",2
"–whether","’s",2
"—","’d",2
"—","’s",2
"—","case",2
"—","dubbed",2
"—","even",2
"—","first",2
"—","gov",2
"—","h",2
"—","including",2
"—","like",2
"—","man",2
"—","must",2
"—","new",2
"—","now",2
"—","original",2
"—","percent",2
"—","police",2
"—","three",2
"‘","’",2
"‘","mercy",2
"‘cause","’d",2
"’d","need",2
"’d","plenty",2
"’d","probably",2
"’d","rather",2
"’d","seen",2
"’ll","able",2
"’ll","change",2
"’ll","definitely",2
"’ll","never",2
"’ll","think",2
"’m","fan",2
"’m","glad",2
"’m","left",2
"’m","much",2
"’m","saying",2
"’m","sceptic",2
"’m","telling",2
"’m","writing",2
"’re","much",2
"’re","now",2
"’re","old",2
"’re","teaching",2
"’re","welcome",2
"’s","clear",2
"’s","coming",2
"’s","definitely",2
"’s","double",2
"’s","ever",2
"’s","fact",2
"’s","fun",2
"’s","great",2
"’s","light",2
"’s","looking",2
"’s","made",2
"’s","page",2
"’s","perfect",2
"’s","pictures",2
"’s","pm",2
"’s","presence",2
"’s","probably",2
"’s","simple",2
"’s","super",2
"’s","sure",2
"’s","taking",2
"’s","title",2
"’s","totally",2
"’s","true",2
"’s","wonder",2
"’s","word",2
"’ve","able",2
"’ve","become",2
"’ve","chosen",2
"’ve","compiled",2
"’ve","created",2
"’ve","learned",2
"’ve","let",2
"’ve","now",2
"’ve","probably",2
"’ve","put",2
"’ve","received",2
"’ve","thing",2
"’ve","waiting",2
"“","’re",2
"“","’s",2
"“","address",2
"“","allowed",2
"“","amazing",2
"“","can’t",2
"“","felt",2
"“","given”",2
"“","good",2
"“","gutless",2
"“","idea",2
"“","important",2
"“","just",2
"“","knew",2
"“","know”",2
"“","last",2
"“","let",2
"“","lied”",2
"“","look",2
"“","might",2
"“","must",2
"“","never",2
"“","new",2
"“","one",2
"“","played",2
"“","right",2
"“","stole”",2
"“","tax",2
"“","thought",2
"“","trees",2
"“","well",2
"“","work",2
"“birthright","citizenship”",2
"“bristol","stomp”",2
"“good","morning",2
"“path","citizenship”",2
"“peace","security”",2
"“pro”","“anti”",2
"“yes”","votes",2
"”","-called",2
"”","america",2
"”","like",2
"”","love",2
"”","want",2
"…","first",2
"…","now",2
"…”","“",2
"…kansas","city",2
"ability","make",2
"ability","said",2
"able","give",2
"able","help",2
"able","hold",2
"able","keep",2
"able","put",2
"able","run",2
"able","show",2
"able","sit",2
"able","spend",2
"able","stand",2
"able","use",2
"abort","abort",2
"abs","abs",2
"absent-minded","smile",2
"absolutely","good",2
"absolutely","love",2
"absolutely","must",2
"absolutely","nothing",2
"absolutely","right",2
"abused","women",2
"accepted","allowed",2
"access","information",2
"according","adp",2
"according","city",2
"according","documents",2
"according","local",2
"according","national",2
"according","new",2
"according","state",2
"according","sworn",2
"account","well",2
"accurately","means",2
"achieve","goals",2
"achievement","award",2
"acidulated","water",2
"across","atlantic",2
"across","border",2
"across","entry",2
"across","front",2
"across","nation",2
"across","parts",2
"across","room",2
"across","syria",2
"across","usa",2
"across","world",2
"act","’s",2
"act","ive",2
"act","like",2
"act","petition",2
"acting","career",2
"action","-",2
"action","calling",2
"action","committee",2
"action","taken",2
"actors","judges",2
"actually","got",2
"actually","made",2
"actually","nice",2
"actually","prefer",2
"actually","real",2
"actually","use",2
"ad","agencies",2
"ad","nauseum",2
"adam","eve",2
"adams","county",2
"add","couple",2
"add","dribble",2
"add","extra",2
"add","little",2
"add","one",2
"add","remaining",2
"add","salt",2
"added","others",2
"added","sugars",2
"adding","elements",2
"adding","new",2
"addition","paying",2
"additional","costs",2
"additional","information",2
"adds","new",2
"adjusted","well",2
"administration","said",2
"administration","will",2
"adults","ages",2
"adults","like",2
"adviser","john",2
"advisory","board",2
"advisory","committee",2
"advisory","panel",2
"advocacy","group",2
"afford","pay",2
"affordable","housing",2
"afghanistan","pakistan",2
"afraid","k",2
"agatha","christie",2
"age","gender",2
"age","groups",2
"age","requirements",2
"age","years",2
"agent","told",2
"ages","younger",2
"ago","first",2
"ago","now",2
"ago","said",2
"ago","still",2
"ago","taken",2
"ago","treated",2
"ago","two",2
"agree","u",2
"agreed","provide",2
"aguila","said",2
"ahead","-",2
"air","balloon",2
"air","conditioning",2
"aircraft","carrier",2
"airlines","will",2
"airplane","flight",2
"alarm","clock",2
"alaska","airlines",2
"albeit","slightly",2
"album","know",2
"alcoholic","drinks",2
"aldermen","will",2
"ale","purchased",2
"aleister","crowley",2
"alex","pietrangelo",2
"alfred","hitchcock",2
"alice","cooper",2
"aliens","“path",2
"alive","remain",2
"alive","today",2
"allan","poe",2
"allegations","false",2
"alleged","assailant",2
"alleywaysoh","daystravelling",2
"allow","anyone",2
"allow","public",2
"allowed","go",2
"almost","always",2
"almost","entirely",2
"almost","everyone",2
"almost","got",2
"almost","identical",2
"almost","impossible",2
"almost","many",2
"almost","months",2
"almost","years",2
"alone","can",2
"along","better",2
"along","great",2
"along","last",2
"along","like",2
"along","one",2
"along","sand",2
"along","sides",2
"already","added",2
"already","booked",2
"already","done",2
"already","gotten",2
"already","knew",2
"already","received",2
"already","said",2
"already","thinking",2
"already","told",2
"already","two",2
"already","written",2
"also","act",2
"also","added",2
"also","appeared",2
"also","asked",2
"also","become",2
"also","beginning",2
"also","bought",2
"also","cant",2
"also","check",2
"also","cited",2
"also","coached",2
"also","complained",2
"also","continue",2
"also","couple",2
"also","crazy",2
"also","created",2
"also","critical",2
"also","done",2
"also","filled",2
"also","found",2
"also","gave",2
"also","gets",2
"also","great",2
"also","happy",2
"also","im",2
"also","include",2
"also","just",2
"also","led",2
"also","lost",2
"also","love",2
"also","loves",2
"also","means",2
"also","missing",2
"also","must",2
"also","people",2
"also","playing",2
"also","pretty",2
"also","read",2
"also","really",2
"also","reported",2
"also","require",2
"also","see",2
"also","set",2
"also","something",2
"also","supports",2
"also","think",2
"also","turned",2
"also","visit",2
"also","want",2
"also","went",2
"also","will",2
"also","working",2
"also","worried",2
"also","wrote",2
"also","youre",2
"alternative","energy",2
"although","need",2
"alto","calif",2
"alton","towers",2
"always","back",2
"always","can",2
"always","end",2
"always","excellent",2
"always","felt",2
"always","find",2
"always","gets",2
"always","give",2
"always","going",2
"always","happy",2
"always","knew",2
"always","like",2
"always","looking",2
"always","mean",2
"always","miss",2
"always","number",2
"always","part",2
"always","potential",2
"always","something",2
"always","stuck",2
"always","thought",2
"always","trying",2
"amare","stoudemire",2
"amazing","experience",2
"amazing","organization",2
"amazing","stories",2
"amazing","trip",2
"amazing","well",2
"amber","heard",2
"amelia","earhart",2
"america","family",2
"america","one",2
"america’s","founding",2
"americans","health",2
"americas","unusual",2
"among","films",2
"among","first",2
"among","law",2
"among","people",2
"among","players",2
"among","select",2
"among","us",2
"amongst","us",2
"amount","amount",2
"analyst","morningstar",2
"analysts","say",2
"ancient","greece",2
"ancient","winding",2
"anderson","said",2
"andres","torres",2
"angeles","california",2
"angelina","jolie",2
"ankle","injury",2
"anna","said",2
"announce","new",2
"announced","monday",2
"announced","thursday",2
"announced","today",2
"announced","tuesday",2
"announced","wednesday",2
"annual","report",2
"another","customer",2
"another","defensive",2
"another","girl",2
"another","hit",2
"another","major",2
"another","mammoth",2
"another","night",2
"another","officer",2
"another","opportunity",2
"another","possible",2
"another","post",2
"another","problem",2
"another","project",2
"another","story",2
"another","sunday",2
"another","week",2
"another","weeks",2
"another","world",2
"another","years",2
"ansar","dine",2
"answered","“",2
"answered","one",2
"answered","phone",2
"answering","question",2
"answers","love",2
"answers","questions",2
"antonio","spurs",2
"antonio","villaraigosa",2
"anybody","just",2
"anymore","remember",2
"anyone","anywhere",2
"anyone","believe",2
"anyone","ever",2
"anyone","trying",2
"anyone","want",2
"anyone","whos",2
"anything","apart",2
"anything","everything",2
"anything","good",2
"anything","happened",2
"anything","said",2
"anything","want",2
"anything","wrong",2
"anything","yet",2
"anyway","didnt",2
"anyway","real",2
"ap","—",2
"apart","first",2
"apparently","one",2
"apple","store",2
"apples","pears",2
"applied","decorations",2
"appreciation","week",2
"appropriate","time",2
"approved","bill",2
"apps","can",2
"area","national",2
"area","three",2
"area","throughout",2
"areas","according",2
"arent","actually",2
"arent","always",2
"arent","going",2
"around","bit",2
"around","edges",2
"around","found",2
"around","globe",2
"around","got",2
"around","head",2
"around","im",2
"around","kitchen",2
"around","lot",2
"around","much",2
"around","new",2
"around","now",2
"around","percent",2
"around","pounds",2
"around","see",2
"around","shouting",2
"around","sun",2
"around","today",2
"around","us",2
"around","well",2
"around","yard",2
"around","years",2
"arrested","earlier",2
"art","architecture",2
"art","dump",2
"art","project",2
"artichoke","dip",2
"artificial","intelligence",2
"arts","culture",2
"arts","festival",2
"arts","scene",2
"arts","venues",2
"ascension","process",2
"ashlyn","caverhill",2
"asia","middle",2
"aside","fact",2
"ask","will",2
"asked","brother",2
"asked","life",2
"asked","make",2
"asked","question",2
"asked","readers",2
"asked","walters",2
"asking","price",2
"asking","questions",2
"assaulted","another",2
"assistant","football",2
"assistant","principal",2
"assures","us",2
"atlanta","ap",2
"attending","conference",2
"attention","away",2
"attention","even",2
"attorney","michael",2
"auction","house",2
"audience","members",2
"auditing","fees",2
"aug","jazz",2
"austin","mahone",2
"australia","cricket",2
"automatic","citizenship",2
"available","comment",2
"available","next",2
"available","now",2
"ave","cleveland",2
"average","isnt",2
"average","percent",2
"averaged","yards",2
"averaging","points",2
"averse","sefira",2
"aviation","administration",2
"avocado","blend",2
"avoid","lines",2
"avoid","making",2
"aw","thanks",2
"award","“",2
"award","winning",2
"awarded","million",2
"awards","career",2
"awareness","day",2
"away","behind",2
"away","dont",2
"away","good",2
"away","home",2
"away","however",2
"away","now",2
"away","one",2
"away","thought",2
"awesome","day",2
"awesome","know",2
"awesome","well",2
"b","—",2
"b","state",2
"baba","yaga",2
"baby","girl",2
"baby","o",2
"baby","steps",2
"babylon","saints",2
"bachelors","degrees",2
"back","cave",2
"back","chicago",2
"back","childhood",2
"back","countries",2
"back","country",2
"back","edge",2
"back","england",2
"back","february",2
"back","first",2
"back","forever",2
"back","front",2
"back","half",2
"back","hand",2
"back","injury",2
"back","january",2
"back","july",2
"back","la",2
"back","let",2
"back","levels",2
"back","line",2
"back","made",2
"back","may",2
"back","much",2
"back","office",2
"back","order",2
"back","pain",2
"back","phone",2
"back","place",2
"back","porch",2
"back","real",2
"back","recession",2
"back","seeing",2
"back","shop",2
"back","something",2
"back","street",2
"back","thank",2
"back","theyve",2
"back","thursday",2
"back","today",2
"back","told",2
"back","wages",2
"back","well",2
"back","working",2
"backdrop","love",2
"background","using",2
"bad","boy",2
"bad","dont",2
"bad","first",2
"bad","just",2
"bad","like",2
"bad","part",2
"bad","stuff",2
"bad","timing",2
"bad","way",2
"badly","needed",2
"bag","bricks",2
"balance","one",2
"ball","hands",2
"ball","like",2
"balloon","ride",2
"ballot","measure",2
"baltimore","didnt",2
"band","called",2
"band","known",2
"bankruptcy","court",2
"barbara","hope",2
"bargaining","agreement",2
"barn","dance",2
"barrier","went",2
"bars","schools",2
"bartolo","colon",2
"base","salary",2
"baseball","player",2
"bases","loaded",2
"basic","grey",2
"basic","standards",2
"basketball","camp",2
"basketball","game",2
"basketball","help",2
"basketball","player",2
"basketball","team",2
"bass","players",2
"batchelder","said",2
"bath","beyond",2
"bath","tub",2
"bay","colony",2
"bay","near",2
"bays","transformers",2
"beach","boys",2
"beans","rice",2
"beat","egg",2
"beautiful","little",2
"beautiful","outside",2
"beautiful","relaxing",2
"beautiful","rich",2
"beautiful","sunny",2
"beautiful","woman",2
"beauty","parlor",2
"beaverton","expected",2
"became","first",2
"become","increasingly",2
"become","known",2
"become","new",2
"become","prevalent",2
"become","real",2
"become","someone",2
"become","something",2
"becomes","different",2
"becomes","difficult",2
"becomes","even",2
"becomes","less",2
"becomes","one",2
"becoming","one",2
"becoming","th",2
"bed","bath",2
"bed","morning",2
"bed","next",2
"beef","curry",2
"beer","can",2
"beer","got",2
"beer","tap",2
"began","courting",2
"began","think",2
"began","working",2
"begin","describe",2
"begin","however",2
"begin","journey",2
"beginning","career",2
"beginning","story",2
"begins","now",2
"begins","pm",2
"behind","back",2
"behind","counter",2
"behind","first",2
"beings","just",2
"bel","air",2
"beldini","now",2
"belief","system",2
"belief","unclean",2
"believe","believe",2
"believe","can",2
"believe","didnt",2
"believe","doctors",2
"believe","father",2
"believe","good",2
"believe","keane",2
"believe","maria",2
"believe","much",2
"believe","weve",2
"belle","isle",2
"bench","ruled",2
"benefit","doubt",2
"bergen","county",2
"bess","nice",2
"best","actor",2
"best","children",2
"best","country",2
"best","course",2
"best","day",2
"best","go",2
"best","kids",2
"best","musical",2
"best","one",2
"best","princess",2
"best","really",2
"best","record",2
"best","seats",2
"best","thanks",2
"best","u",2
"best","us",2
"best","ways",2
"best","weekend",2
"best","wishes",2
"best","worst",2
"better","day",2
"better","days",2
"better","just",2
"better","known",2
"better","late",2
"better","leave",2
"better","now",2
"better","others",2
"better","part",2
"better","people",2
"better","serve",2
"better","thats",2
"better","though",2
"better","understanding",2
"better","way",2
"better","yes",2
"better","yet",2
"beyond","reach",2
"bhagavad","gita",2
"big","big",2
"big","boy",2
"big","breakfast",2
"big","cities",2
"big","decision",2
"big","difference",2
"big","glass",2
"big","happy",2
"big","hit",2
"big","numbers",2
"big","part",2
"big","plans",2
"big","plays",2
"big","sister",2
"big","small",2
"big","step",2
"big","thanks",2
"biggest","tax",2
"bike","lanes",2
"bill","brown",2
"bill","clinton",2
"bill","doesnt",2
"bill","passed",2
"bill","pushed",2
"bill","state",2
"bill","thanks",2
"bill’s","pumpkin",2
"billion","last",2
"billions","dollars",2
"bills","buying",2
"bird","lover",2
"bird","prey",2
"birth","certificate",2
"birth","control",2
"birthday","just",2
"birthday","love",2
"birthday","need",2
